"Type","Content"
"CEBWORD","bíu"
"WORDTYPE","n"
"TEXT","body odor."
"CEBPHRASE","Bahúang bíu nímu uy,"
"TEXT","Jesus, what strong b.o. you’ve got."
"WORDTYPE","v"
"CLASS","[B126]"
"TEXT","have b.o."
"CEBPHRASE","Mabíu (biúhun) ka ug dì ka malígù,"
"TEXT","You’ll have b.o. if you don’t take a bath."
"CEBWORD","biúhun"
"WORDTYPE","a"
"TEXT","having strong b.o."
