"Type","Content"
"CEBWORD","disturbu"
"WORDTYPE","v"
"CLASS","[B6P; a]"
"WORDTYPE","n"
"TEXT","nuisance, s.t. that disturbs."
"CEBPHRASE","Disturbu kaáyu kining pagsígig íhì,"
"TEXT","It is a nuisance to have to urinate all the time."
"CEBPHRASE","Nadisturbu ang ílang panimuyù tungud sa íyang pinaangkan,"
"TEXT","The tranquility of their home was disturbed on account of her illegitimate child."
