"Type","Content"
"CEBWORD","bulíru"
"WORDTYPE","n"
"NUMBER","1"
"TEXT","bolero music."
"NUMBER","2"
"TEXT","bolero vest."
"WORDTYPE","v"
"NUMBER","1"
"CLASS","[A12; c16]"
"TEXT","set the rhythm of a song to the <i lang=""ceb"">tempo di bolero.</i>"
"NUMBER","2"
"CLASS","[A; c1]"
"TEXT","wear, make into a bolero vest."
