"Word","TokenFile"
"hipsut","para_h_6529.xml"
"hípun","para_h_6530.xml"
"hípus","para_h_6531.xml"
"hip-ut","para_h_6532.xml"
"hiráda","para_h_6533.xml"
"hirag","para_h_6534.xml"
"híral","para_h_6535.xml"
"híram","para_h_6536.xml"
"hiraminta, hiramintas, hiramyinta, hiramyintas","para_h_6537.xml"
"hirbabuyna","para_h_6538.xml"
"hirbubuyna","para_h_6539.xml"
"hirbularyu","para_h_6540.xml"
"hirdu","para_h_6541.xml"
"hirig","para_h_6542.xml"
"hiringga","para_h_6543.xml"
"hiringgilya","para_h_6544.xml"
"hiringgíru","para_h_6545.xml"
"hiringhiring","para_h_6546.xml"
"hírit","para_h_6547.xml"
"hirniya","para_h_6548.xml"
"hirpin","para_h_6549.xml"
"hirsáyans","para_h_6550.xml"
"híru","para_h_6551.xml"
"hirushirus","para_h_6552.xml"
"hisà","para_h_6553.xml"
"hísà","para_h_6554.xml"
"hísang","para_h_6555.xml"
"hisgut","para_h_6556.xml"
"hisi","para_h_6557.xml"
"*hislung","para_h_6558.xml"
"hislut","para_h_6559.xml"
"hísù","para_h_6560.xml"
"Hisukristu","para_h_6561.xml"
"hisúpu","para_h_6562.xml"
"Hisus","para_h_6563.xml"
"Hisusmaryusip","para_h_6564.xml"
"hiswíta, hiswítas","para_h_6565.xml"
"hit","para_h_6566.xml"
"hitabù","para_h_6567.xml"
"hítad","para_h_6568.xml"
"hítak","para_h_6569.xml"
"hital","para_h_6570.xml"
"hit-anmis","para_h_6571.xml"
"hit-anran","para_h_6572.xml"
"hiting","para_h_6573.xml"
"hitsas","para_h_6574.xml"
"hitsu","para_h_6575.xml"
"hitsúra","para_h_6576.xml"
"hitudhítud","para_h_6577.xml"
"híwà","para_h_6578.xml"
"híwal","para_h_6579.xml"
"hiwasa, hiwasà","para_h_6580.xml"
"hiwátid","para_h_6581.xml"
"hiwaus","para_h_6582.xml"
"hiwì","para_h_6583.xml"
"híwid","para_h_6584.xml"
"hiyá","para_h_6585.xml"
"híyà","para_h_6586.xml"
"hiyak","para_h_6587.xml"
"híyas","para_h_6588.xml"
"hiyawasa","para_h_6589.xml"
"Hiyúba","para_h_6590.xml"
"híyud1","para_h_6591.xml"
"híyud2","para_h_6592.xml"
"híyum","para_h_6593.xml"
"híyung","para_h_6594.xml"
"híyus","para_h_6595.xml"
"hiyut","para_h_6596.xml"
"hmm1","para_h_6597.xml"
"hmm2, hmp","para_h_6598.xml"
"hú","para_h_6599.xml"
"húbad","para_h_6600.xml"
"hubag","para_h_6601.xml"
"húbak","para_h_6602.xml"
"hubas","para_h_6603.xml"
"hubaw","para_h_6604.xml"
"hubhub","para_h_6605.xml"
"húbit","para_h_6606.xml"
"hubkas","para_h_6607.xml"
"hublag","para_h_6608.xml"
"hublut","para_h_6609.xml"
"húbù","para_h_6610.xml"
"hubug","para_h_6611.xml"
"hubun","para_h_6612.xml"
"hubung","para_h_6613.xml"
"húbung","para_h_6614.xml"
"húbut","para_h_6615.xml"
"húbuy","para_h_6616.xml"
"hubyà","para_h_6617.xml"
"hubyas","para_h_6618.xml"
"húd","para_h_6619.xml"
"húdas","para_h_6620.xml"
"hudhud","para_h_6621.xml"
"hudir","para_h_6622.xml"
"Hudíya","para_h_6623.xml"
"hudiyákà","para_h_6624.xml"
"hudíyu","para_h_6625.xml"
"hudlat","para_h_6626.xml"
"hudnu","para_h_6627.xml"
"húg","para_h_6628.xml"
"hū́g","para_h_6629.xml"
"húgà","para_h_6630.xml"
"hugádu","para_h_6631.xml"
"hugadur","para_h_6632.xml"
"hugalbù","para_h_6633.xml"
"hugalbung","para_h_6634.xml"
"hugalbut","para_h_6635.xml"
"hugangkul","para_h_6636.xml"
"hugan-ub","para_h_6637.xml"
"hugar1","para_h_6638.xml"
"hugar2","para_h_6639.xml"
"húgas","para_h_6640.xml"
"húgaw","para_h_6641.xml"
"hugay","para_h_6642.xml"
"hugáyaw","para_h_6643.xml"
"hughug","para_h_6644.xml"
"hugità","para_h_6645.xml"
"hugkal","para_h_6646.xml"
"hugkas","para_h_6647.xml"
"hugkat","para_h_6648.xml"
"hugmad","para_h_6649.xml"
"hugnà","para_h_6650.xml"
"hugnù","para_h_6651.xml"
"hugpà","para_h_6652.xml"
"hugpit","para_h_6653.xml"
"hugpung","para_h_6654.xml"
"hugpuy","para_h_6655.xml"
"hugsaw","para_h_6656.xml"
"hugù","para_h_6657.xml"
"hugung","para_h_6658.xml"
"húgung","para_h_6659.xml"
"hugunhúgun","para_h_6660.xml"
"hugup, húgup","para_h_6661.xml"
"húgus","para_h_6662.xml"
"hugut","para_h_6663.xml"
"húgut","para_h_6664.xml"
"húguy","para_h_6665.xml"
"hugyaw","para_h_6666.xml"
"hugyun","para_h_6667.xml"
"huhungíhung","para_h_6668.xml"
"huhu","para_h_6669.xml"
"hùhù","para_h_6670.xml"
"huk1","para_h_6671.xml"
"huk2","para_h_6672.xml"
"hukà1","para_h_6673.xml"
"hukà2","para_h_6674.xml"
"húkà","para_h_6675.xml"
"hukab","para_h_6676.xml"
"hukabhukab","para_h_6677.xml"
"hukad, húkad","para_h_6678.xml"
"hukahuk","para_h_6679.xml"
"hukal","para_h_6680.xml"
"húkas","para_h_6681.xml"
"hukaw","para_h_6682.xml"
"húkaw","para_h_6683.xml"
"hukbaláhap","para_h_6684.xml"
"hukdung","para_h_6685.xml"
"hukhuk1","para_h_6686.xml"
"hukhuk2","para_h_6687.xml"
"hukhuk3","para_h_6688.xml"
"hukihuk","para_h_6689.xml"
"hukip","para_h_6690.xml"
"húkip","para_h_6691.xml"
"huklub","para_h_6692.xml"
"hukmuy","para_h_6693.xml"
"huks","para_h_6694.xml"
"hukùhúkù","para_h_6695.xml"
"hukum","para_h_6696.xml"
"hukut","para_h_6697.xml"
"*hukyaw","para_h_6698.xml"
"Hul.","para_h_6699.xml"
"húlab","para_h_6700.xml"
"húlad","para_h_6701.xml"
"hulagway","para_h_6702.xml"
"hulahúla","para_h_6703.xml"
"hulahup","para_h_6704.xml"
"húlak","para_h_6705.xml"
"hulam","para_h_6706.xml"
"hulangyud","para_h_6707.xml"
"hul-ap","para_h_6708.xml"
"hular","para_h_6709.xml"
"hulas","para_h_6710.xml"
"hulat","para_h_6711.xml"
"hulaw, húlaw","para_h_6712.xml"
"húlay","para_h_6713.xml"
"huláyà","para_h_6714.xml"
"hulbà","para_h_6715.xml"
"hulbad","para_h_6716.xml"
"hulbaw","para_h_6717.xml"
"hulbù","para_h_6718.xml"
"hulbut","para_h_6719.xml"
"huldam","para_h_6720.xml"
"huld-ap","para_h_6721.xml"
"hulding","para_h_6722.xml"
"huldir","para_h_6723.xml"
"hulgà","para_h_6724.xml"
"hulhug","para_h_6725.xml"
"hulhul","para_h_6726.xml"
"hulì","para_h_6727.xml"
"hulíbis","para_h_6728.xml"
"hulihud","para_h_6729.xml"
"hulíkab","para_h_6730.xml"
"húlin","para_h_6731.xml"
"huling","para_h_6732.xml"
"húlip","para_h_6733.xml"
"hulma","para_h_6734.xml"
"hulmígas","para_h_6735.xml"
"hulpà","para_h_6736.xml"
"hulsil","para_h_6737.xml"
"hult","para_h_6738.xml"
"hulu1","para_h_6739.xml"
"hulu2","para_h_6740.xml"
"hulud, húlud","para_h_6741.xml"
"húlug","para_h_6742.xml"
"húlum","para_h_6743.xml"
"hulunghúlung","para_h_6744.xml"
"hulungíhung","para_h_6745.xml"
"húlup","para_h_6746.xml"
"hulus1","para_h_6747.xml"
"hulus2","para_h_6748.xml"
"húlut","para_h_6749.xml"
"huluy","para_h_6750.xml"
"Hulyu","para_h_6751.xml"
"hulyut","para_h_6752.xml"
"húm","para_h_6753.xml"
"humabdus","para_h_6754.xml"
"humablus, humabus","para_h_6755.xml"
"humad","para_h_6756.xml"
"humagbus","para_h_6757.xml"
"human","para_h_6758.xml"
"humay","para_h_6759.xml"
"humbà","para_h_6760.xml"
"humbíngay","para_h_6761.xml"
"humbíngil","para_h_6762.xml"
"humbis","para_h_6763.xml"
"humhum1","para_h_6764.xml"
"humhum2","para_h_6765.xml"
"humígas","para_h_6766.xml"
"humil","para_h_6767.xml"
"humisayid","para_h_6768.xml"
"humpal","para_h_6769.xml"
"humpay","para_h_6770.xml"
"humpid","para_h_6771.xml"
"humpil","para_h_6772.xml"
"humran","para_h_6773.xml"
"humrum","para_h_6774.xml"
"humtáwun disisyun","para_h_6775.xml"
"humud","para_h_6776.xml"
"húmuk","para_h_6777.xml"
"húmul","para_h_6778.xml"
"humulhúmul","para_h_6779.xml"
"humut","para_h_6780.xml"
"húmut","para_h_6781.xml"
"Hun.","para_h_6782.xml"
"hún","para_h_6783.xml"
"húnad","para_h_6784.xml"
"hun-ag1","para_h_6785.xml"
"hun-ag2","para_h_6786.xml"
"hunàhúnà","para_h_6787.xml"
"hunas","para_h_6788.xml"
"hunat","para_h_6789.xml"
"hunaw","para_h_6790.xml"
"hunda","para_h_6791.xml"
"hundunghundung","para_h_6792.xml"
"hungakhúngak","para_h_6793.xml"
"hungaw","para_h_6794.xml"
"hungay","para_h_6795.xml"
"húngay","para_h_6796.xml"
"hunggal","para_h_6797.xml"
"hunggaw","para_h_6798.xml"
"hunghung","para_h_6799.xml"
"hungíhung","para_h_6800.xml"
"hungit","para_h_6801.xml"
"hungkad","para_h_6802.xml"
"hungkag","para_h_6803.xml"
"hungkagul, hungkarul","para_h_6804.xml"
"hungkiyang","para_h_6805.xml"
"hungkung","para_h_6806.xml"
"hunglus1","para_h_6807.xml"
"hunglus2","para_h_6808.xml"
"hungù","para_h_6809.xml"
"hungug","para_h_6810.xml"
"hungus","para_h_6811.xml"
"hungut","para_h_6812.xml"
"húngut","para_h_6813.xml"
"hunguy","para_h_6814.xml"
"hunhun","para_h_6815.xml"
"húni","para_h_6816.xml"
"húnit","para_h_6817.xml"
"hunlak","para_h_6818.xml"
"hunlus","para_h_6819.xml"
"hunsuy","para_h_6820.xml"
"hunta","para_h_6821.xml"
"huntà","para_h_6822.xml"
"hunub","para_h_6823.xml"
"hunulhúnul","para_h_6824.xml"
"húnung","para_h_6825.xml"
"húnus1","para_h_6826.xml"
"húnus2","para_h_6827.xml"
"Hunyu","para_h_6828.xml"
"húp","para_h_6829.xml"
"hupà","para_h_6830.xml"
"hupak","para_h_6831.xml"
"hup-ak","para_h_6832.xml"
"hupas","para_h_6833.xml"
"*hupaw","para_h_6834.xml"
"hupay","para_h_6835.xml"
"huphup","para_h_6836.xml"
"húping","para_h_6837.xml"
"húpit","para_h_6838.xml"
"hupù","para_h_6839.xml"
"hupukhupuk","para_h_6840.xml"
"hupung, húpung","para_h_6841.xml"
"huput","para_h_6842.xml"
"húpuy","para_h_6843.xml"
"hupyà","para_h_6844.xml"
"hupyak","para_h_6845.xml"
"hurabhurab, hurabhúrab","para_h_6846.xml"
"hurádu","para_h_6847.xml"
"hurahura1","para_h_6848.xml"
"hurahura2","para_h_6849.xml"
"hural","para_h_6850.xml"
"huraminta","para_h_6851.xml"
"huramintádu","para_h_6852.xml"
"huramintu","para_h_6853.xml"
"hurar","para_h_6854.xml"
"húrat","para_h_6855.xml"
"húraw","para_h_6856.xml"
"huríkì","para_h_6857.xml"
"hurimhurim","para_h_6858.xml"
"hurisdiksiyun","para_h_6859.xml"
"hurnáda","para_h_6860.xml"
"hurnu","para_h_6861.xml"
"hurs","para_h_6862.xml"
"hurspáwir","para_h_6863.xml"
"huruhuru","para_h_6864.xml"
"hurung","para_h_6865.xml"
"hurus","para_h_6866.xml"
"hurut","para_h_6867.xml"
"hús1","para_h_6868.xml"
"hús2","para_h_6869.xml"
"husà","para_h_6870.xml"
"húsà","para_h_6871.xml"
"húsay","para_h_6872.xml"
"husgǎr","para_h_6873.xml"
"hushus","para_h_6874.xml"
"húsi","para_h_6875.xml"
"huslà","para_h_6876.xml"
"huslir","para_h_6877.xml"
"huslù","para_h_6878.xml"
"huslut","para_h_6879.xml"
"huspital","para_h_6880.xml"
"hustis","para_h_6881.xml"
"hustisya1","para_h_6882.xml"
"hustisya2","para_h_6883.xml"
"hustiyas","para_h_6884.xml"
"hustu","para_h_6885.xml"
"husù1","para_h_6886.xml"
"husù2","para_h_6887.xml"
"husud","para_h_6888.xml"
"húsud","para_h_6889.xml"
"huswà1","para_h_6890.xml"
"hut","para_h_6891.xml"
"hút","para_h_6892.xml"
"húta","para_h_6893.xml"
"hútak","para_h_6894.xml"
"hutay","para_h_6895.xml"
"hútay","para_h_6896.xml"
"hutbà","para_h_6897.xml"
"hutbaw","para_h_6898.xml"
"huthut1","para_h_6899.xml"
"huthut2","para_h_6900.xml"
"huthut3","para_h_6901.xml"
"huthut4","para_h_6902.xml"
"hutik","para_h_6903.xml"
"hútik2","para_h_6904.xml"
"hutil","para_h_6905.xml"
"hutináni","para_h_6906.xml"
"hutluk","para_h_6907.xml"
"huts","para_h_6908.xml"
"hutúhut","para_h_6909.xml"
"hutukhutuk","para_h_6910.xml"
"hut-ung","para_h_6911.xml"
"hutútay","para_h_6912.xml"
"hútuy1","para_h_6913.xml"
"hutwang1","para_h_6914.xml"
"hutwang2","para_h_6915.xml"
"huum","para_h_6916.xml"
"húum","para_h_6917.xml"
"huung","para_h_6918.xml"
"huut1","para_h_6919.xml"
"huut2","para_h_6920.xml"
"huwà","para_h_6921.xml"
"huwa-","para_h_6922.xml"
"huwad","para_h_6923.xml"
"huwag, huwaghuwag","para_h_6924.xml"
"Huwan","para_h_6925.xml"
"húwap","para_h_6926.xml"
"huwas1","para_h_6927.xml"
"huwas2","para_h_6928.xml"
"huwásay","para_h_6929.xml"
"huwásù","para_h_6930.xml"
"huwat","para_h_6931.xml"
"huwátid","para_h_6932.xml"
"huwi-","para_h_6933.xml"
"huwis","para_h_6934.xml"
"huy1","para_h_6935.xml"
"huy2, hùy","para_h_6936.xml"
"húy","para_h_6937.xml"
"huy-ab","para_h_6938.xml"
"huyad","para_h_6939.xml"
"huyamì1","para_h_6940.xml"
"huyamì2","para_h_6941.xml"
"húyang","para_h_6942.xml"
"huyátid","para_h_6943.xml"
"Huybis","para_h_6944.xml"
"huygu1","para_h_6945.xml"
"huygu2","para_h_6946.xml"
"huygu3","para_h_6947.xml"
"huyhuy1","para_h_6948.xml"
"huyhuy2","para_h_6949.xml"
"huyhúy","para_h_6950.xml"
"huyù","para_h_6951.xml"
"huyúhuy","para_h_6952.xml"
"húyung, huyunghúyung","para_h_6953.xml"
"huyup","para_h_6954.xml"
"huyut","para_h_6955.xml"
"húyut","para_h_6956.xml"
"hwasa, hwasà","para_h_6957.xml"
"hwisyu","para_h_6958.xml"
"i1","para_i_6959.xml"
"i2","para_i_6960.xml"
"i3","para_i_6961.xml"
"í","para_i_6962.xml"
"i-1","para_i_6963.xml"
"i-2(←)","para_i_6964.xml"
"-i","para_i_6965.xml"
"-i(→)","para_i_6966.xml"
"iba","para_i_6967.xml"
"íbà1","para_i_6968.xml"
"íbà2","para_i_6969.xml"
"ibabaw, ibábaw","para_i_6970.xml"
"ibakwisyun","para_i_6971.xml"
"ibakwit","para_i_6972.xml"
"iban","para_i_6973.xml"
"íban","para_i_6974.xml"
"ibang","para_i_6975.xml"
"ibanghilista","para_i_6976.xml"
"ibanghilyu","para_i_6977.xml"
"ibapuráda","para_i_6978.xml"
"ibat","para_i_6979.xml"
"íbay","para_i_6980.xml"
"íbì","para_i_6981.xml"
"ibid","para_i_6982.xml"
"ibid-íbid","para_i_6983.xml"
"ibidinsiya","para_i_6984.xml"
"ibíngan","para_i_6985.xml"
"ibinrud","para_i_6986.xml"
"ibis1","para_i_6987.xml"
"ibis2","para_i_6988.xml"
"íbit","para_i_6989.xml"
"ibud","para_i_6990.xml"
"íbug","para_i_6991.xml"
"ibul","para_i_6992.xml"
"íbus1","para_i_6993.xml"
"íbus2","para_i_6994.xml"
"ibut","para_i_6995.xml"
"ibyuk","para_i_6996.xml"
"ibyus","para_i_6997.xml"
"ída","para_i_6998.xml"
"idad","para_i_6999.xml"
"idag","para_i_7000.xml"
"idang","para_i_7001.xml"
"idar-idar","para_i_7002.xml"
"idibul","para_i_7003.xml"
"id-id","para_i_7004.xml"
"idintipikasiyun","para_i_7005.xml"
"idipisyu","para_i_7006.xml"
"idisyun","para_i_7007.xml"
"iditing","para_i_7008.xml"
"iditur","para_i_7009.xml"
"idituryal","para_i_7010.xml"
"idíya","para_i_7011.xml"
"idiyuluhíya","para_i_7012.xml"
"idlas","para_i_7013.xml"
"idlut","para_i_7014.xml"
"idru","para_i_7015.xml"
"idruhína","para_i_7016.xml"
"idruplánu","para_i_7017.xml"
"ids","para_i_7018.xml"
"idukar","para_i_7019.xml"
"idukasya","para_i_7020.xml"
"idulu","para_i_7021.xml"
"idung","para_i_7022.xml"
"idyaidya","para_i_7023.xml"
"idyap","para_i_7024.xml"
"idyaw","para_i_7025.xml"
"idyuk","para_i_7026.xml"
"idyukisyun","para_i_7027.xml"
"idyus","para_i_7028.xml"
"ig-1","para_i_7029.xml"
"ig-2","para_i_7030.xml"
"ígad","para_i_7031.xml"
"ig-ágaw","para_i_7032.xml"
"igaiga, igà igà","para_i_7033.xml"
"ígang","para_i_7034.xml"
"igat","para_i_7035.xml"
"igbaw","para_i_7036.xml"
"igbítir","para_i_7037.xml"
"igdal","para_i_7038.xml"
"igham","para_i_7039.xml"
"ígi1","para_i_7040.xml"
"*ígi2","para_i_7041.xml"
"ig-ig","para_i_7042.xml"
"igíik","para_i_7043.xml"
"ígik","para_i_7044.xml"
"igip","para_i_7045.xml"
"ígit","para_i_7046.xml"
"igka-","para_i_7047.xml"
"igkam","para_i_7048.xml"
"igking","para_i_7049.xml"
"ig-l-","para_i_7050.xml"
"iglisya","para_i_7051.xml"
"igmat","para_i_7052.xml"
"ignu","para_i_7053.xml"
"ignúdul","para_i_7054.xml"
"ignurámus","para_i_7055.xml"
"ignuranti","para_i_7056.xml"
"ignuy","para_i_7057.xml"
"igput","para_i_7058.xml"
"ig-r-","para_i_7059.xml"
"igsaktu","para_i_7060.xml"
"igsirsáyis","para_i_7061.xml"
"igsù","para_i_7062.xml"
"igsúun","para_i_7063.xml"
"igtam","para_i_7064.xml"
"ígù","para_i_7065.xml"
"Igurut","para_i_7066.xml"
"ígut1","para_i_7067.xml"
"ígut2","para_i_7068.xml"
"igut-igut","para_i_7069.xml"
"igwad","para_i_7070.xml"
"igwális","para_i_7071.xml"
"igwit","para_i_7072.xml"
"íha","para_i_7073.xml"
"iháda","para_i_7074.xml"
"ihádu","para_i_7075.xml"
"ihálas","para_i_7076.xml"
"ihap","para_i_7077.xml"
"ihás","para_i_7078.xml"
"íhaw1","para_i_7079.xml"
"íhaw2","para_i_7080.xml"
"iháyup","para_i_7081.xml"
"ihi","para_i_7082.xml"
"íhi","para_i_7083.xml"
"íhì","para_i_7084.xml"
"ihid1","para_i_7085.xml"
"ihid2","para_i_7086.xml"
"ihikutíbu","para_i_7087.xml"
"ihim","para_i_7088.xml"
"ihimplu","para_i_7089.xml"
"Ihiptu","para_i_7090.xml"
"ihirsisyu1","para_i_7091.xml"
"ihirsisyu2","para_i_7092.xml"
"ihirsitu","para_i_7093.xml"
"íhu1","para_i_7094.xml"
"íhu2","para_i_7095.xml"
"ihud-ihud","para_i_7096.xml"
"íhuy","para_i_7097.xml"
"ii","para_i_7098.xml"
"ì ì","para_i_7099.xml"
"iítu","para_i_7100.xml"
"ík","para_i_7101.xml"
"ika-","para_i_7102.xml"
"íkag","para_i_7103.xml"
"íkat","para_i_7104.xml"
"ikaw","para_i_7105.xml"
"ikgam","para_i_7106.xml"
"ikging","para_i_7107.xml"
"ikibáli","para_i_7108.xml"
"ikid","para_i_7109.xml"
"ikid-íkid1","para_i_7110.xml"
"ikid-íkid2","para_i_7111.xml"
"ik-ik1","para_i_7112.xml"
"ik-ik2","para_i_7113.xml"
"ik-ik3","para_i_7114.xml"
"ikipáhi","para_i_7115.xml"
"ikípu","para_i_7116.xml"
"íkis","para_i_7117.xml"
"íkit","para_i_7118.xml"
"iklas","para_i_7119.xml"
"iklipsi","para_i_7120.xml"
"iklisyastiku","para_i_7121.xml"
"ikmat","para_i_7122.xml"
"iknat","para_i_7123.xml"
"iks","para_i_7124.xml"
"iksahiráda","para_i_7125.xml"
"iksahirádu","para_i_7126.xml"
"iksaktu","para_i_7127.xml"
"iksǎm","para_i_7128.xml"
"iksámin","para_i_7129.xml"
"iksaminádu","para_i_7130.xml"
"iksaminadur","para_i_7131.xml"
"iksaminisyun","para_i_7132.xml"
"iksampul","para_i_7133.xml"
"iksibisiyun","para_i_7134.xml"
"iksíbit","para_i_7135.xml"
"iksihir","para_i_7136.xml"
"iksilinti","para_i_7137.xml"
"iksilsiyur","para_i_7138.xml"
"iksíma","para_i_7139.xml"
"iksimtid","para_i_7140.xml"
"iksirsáyis","para_i_7141.xml"
"iksit","para_i_7142.xml"
"ikskiyus","para_i_7143.xml"
"ikskambik","para_i_7144.xml"
"ikskursiyun","para_i_7145.xml"
"ikspan","para_i_7146.xml"
"ikspidisyun","para_i_7147.xml"
"ikspild","para_i_7148.xml"
"ikspirimin","para_i_7149.xml"
"ikspirimintu","para_i_7150.xml"
"ikspirinsiya","para_i_7151.xml"
"ikspirmin","para_i_7152.xml"
"ikspirmintu","para_i_7153.xml"
"ikspirtu","para_i_7154.xml"
"ikspiryinsádu, ikspiryinsyádu","para_i_7155.xml"
"iksplikar","para_i_7156.xml"
"iksplurasiyun","para_i_7157.xml"
"iksplusíbu","para_i_7158.xml"
"ikspris","para_i_7159.xml"
"ikspurtadur","para_i_7160.xml"
"ikspús","para_i_7161.xml"
"ikspusisiyun","para_i_7162.xml"
"iksri","para_i_7163.xml"
"ikstin","para_i_7164.xml"
"ikstinsiyun","para_i_7165.xml"
"ikstiriyur","para_i_7166.xml"
"ikstra","para_i_7167.xml"
"ikstriyul, ikstriyur","para_i_7168.xml"
"iktarya","para_i_7169.xml"
"iktin","para_i_7170.xml"
"íku1","para_i_7171.xml"
"íku2","para_i_7172.xml"
"ikud","para_i_7173.xml"
"íkud","para_i_7174.xml"
"íkug1","para_i_7175.xml"
"íkug2","para_i_7176.xml"
"kailikgan","para_i_7177.xml"
"ikunumika","para_i_7178.xml"
"ikunumíya","para_i_7179.xml"
"íkus","para_i_7180.xml"
"íkut","para_i_7181.xml"
"ikut-íkut","para_i_7182.xml"
"ikwadur","para_i_7183.xml"
"ikyas","para_i_7184.xml"
"ikyut","para_i_7185.xml"
"ila1","para_i_7186.xml"
"ila2","para_i_7187.xml"
"íla","para_i_7188.xml"
"ilab","para_i_7189.xml"
"ílad","para_i_7190.xml"
"iláda","para_i_7191.xml"
"iládu","para_i_7192.xml"
"iladur","para_i_7193.xml"
"ilag, ílag","para_i_7194.xml"
"ilagà","para_i_7195.xml"
"ilahánun","para_i_7196.xml"
"ilaid","para_i_7197.xml"
"ílak","para_i_7198.xml"
"ilang-ílang","para_i_7199.xml"
"ilap, ílap","para_i_7200.xml"
"ílas","para_i_7201.xml"
"iláwud","para_i_7202.xml"
"ilaya, iláya","para_i_7203.xml"
"ilbu","para_i_7204.xml"
"íli1","para_i_7205.xml"
"*íli2","para_i_7206.xml"
"ilibítur","para_i_7207.xml"
"ilidyibul","para_i_7208.xml"
"ílig","para_i_7209.xml"
"ilígal","para_i_7210.xml"
"iliganti","para_i_7211.xml"
"ilíhan","para_i_7212.xml"
"ílik","para_i_7213.xml"
"iliksiyun","para_i_7214.xml"
"iliktrik","para_i_7215.xml"
"iliktrisidad","para_i_7216.xml"
"iliktrisyan","para_i_7217.xml"
"iliktruniku","para_i_7218.xml"
"iliktur","para_i_7219.xml"
"ilikturáda","para_i_7220.xml"
"iliktural","para_i_7221.xml"
"ilimintári, ilimintarya","para_i_7222.xml"
"ilimintu","para_i_7223.xml"
"iling","para_i_7224.xml"
"ilin-ílin","para_i_7225.xml"
"ilipanti","para_i_7226.xml"
"ilipant wuk","para_i_7227.xml"
"ílis","para_i_7228.xml"
"ilisdan/ilisdi","para_i_7229.xml"
"ilísi","para_i_7230.xml"
"ilitirit","para_i_7231.xml"
"ilitsu dibilin","para_i_7232.xml"
"íliw1","para_i_7233.xml"
"íliw2","para_i_7234.xml"
"iltur","para_i_7235.xml"
"ílu1","para_i_7236.xml"
"ílu2","para_i_7237.xml"
"ílu3","para_i_7238.xml"
"*ílub","para_i_7239.xml"
"ílug","para_i_7240.xml"
"íluk","para_i_7241.xml"
"Ilukánu","para_i_7242.xml"
"ilúku","para_i_7243.xml"
"Ilúkus","para_i_7244.xml"
"ilung","para_i_7245.xml"
"Ilungga","para_i_7246.xml"
"Ilunggu","para_i_7247.xml"
"ilun-ílun","para_i_7248.xml"
"ilustráda","para_i_7249.xml"
"ilustrádu","para_i_7250.xml"
"ilut","para_i_7251.xml"
"imà","para_i_7252.xml"
"imabaw","para_i_7253.xml"
"imáhin","para_i_7254.xml"
"imakuláda kunsipsiyun","para_i_7255.xml"
"imas","para_i_7256.xml"
"imat","para_i_7257.xml"
"imbaháda1","para_i_7258.xml"
"imbaháda2","para_i_7259.xml"
"imbahadur","para_i_7260.xml"
"imbalidu, imbalídu","para_i_7261.xml"
"imbalsamar","para_i_7262.xml"
"imbargu","para_i_7263.xml"
"imbasyun","para_i_7264.xml"
"imbaw","para_i_7265.xml"
"imbay1","para_i_7266.xml"
"imbay2","para_i_7267.xml"
"imbintu","para_i_7268.xml"
"imbǐs","para_i_7269.xml"
"imbistigar","para_i_7270.xml"
"imbistigasyun","para_i_7271.xml"
"imbitar","para_i_7272.xml"
"imbraimatsu","para_i_7273.xml"
"imbúdu","para_i_7274.xml"
"imbukar","para_i_7275.xml"
"imburnal","para_i_7276.xml"
"imbúru","para_i_7277.xml"
"imbus","para_i_7278.xml"
"imbuyis","para_i_7279.xml"
"imbyirnu","para_i_7280.xml"
"ími","para_i_7281.xml"
"imigrant","para_i_7282.xml"
"imirdyinsi","para_i_7283.xml"
"imirhinsiya","para_i_7284.xml"
"imiri — bag, burd","para_i_7285.xml"
"imit","para_i_7286.xml"
"imitasiyun, imitisyun","para_i_7287.xml"
"imnu","para_i_7288.xml"
"impáki","para_i_7289.xml"
"impaktu","para_i_7290.xml"
"impanáda","para_i_7291.xml"
"impantil —","para_i_7292.xml"
"impantiríya","para_i_7293.xml"
"impas","para_i_7294.xml"
"impáti","para_i_7295.xml"
"impatsu","para_i_7296.xml"
"impi","para_i_7297.xml"
"impiksiyun","para_i_7298.xml"
"impiktu","para_i_7299.xml"
"impilya","para_i_7300.xml"
"impiradur","para_i_7301.xml"
"impiratris","para_i_7302.xml"
"impirdibli","para_i_7303.xml"
"impirmaríya, impirmarya","para_i_7304.xml"
"impirnu","para_i_7305.xml"
"impiryu","para_i_7306.xml"
"impisar","para_i_7307.xml"
"impísi","para_i_7308.xml"
"impitu","para_i_7309.xml"
"impiyirnu","para_i_7310.xml"
"implimintar","para_i_7311.xml"
"impliyar","para_i_7312.xml"
"implíyu","para_i_7313.xml"
"impluwinsa","para_i_7314.xml"
"impluwinsiya","para_i_7315.xml"
"imprinta","para_i_7316.xml"
"imprisaryu","para_i_7317.xml"
"imprumtu","para_i_7318.xml"
"*impuntu","para_i_7319.xml"
"impurmǎl","para_i_7320.xml"
"impurmasiyun","para_i_7321.xml"
"impurtansiya","para_i_7322.xml"
"impurtanti","para_i_7323.xml"
"impurtasiyun","para_i_7324.xml"
"impurti","para_i_7325.xml"
"impurtid","para_i_7326.xml"
"impusibli","para_i_7327.xml"
"impuy","para_i_7328.xml"
"impyirnu","para_i_7329.xml"
"imraimatsu","para_i_7330.xml"
"imsi","para_i_7331.xml"
"ímu","para_i_7332.xml"
"imulsiyun","para_i_7333.xml"
"ímung","para_i_7334.xml"
"imurahiya","para_i_7335.xml"
"imuralidad","para_i_7336.xml"
